20	30	-2.4	-1.5	0	0	0
20	30	-1.5	-1	0	0	0
20	30	-1	-0.5	0	0	0
20	30	-0.5	0	0	0	0
20	30	0	0.5	0	0	0
20	30	0.5	1	0	0	0
20	30	1	1.5	0	0	0
20	30	1.5	2.4	0	0	0
30	40	-2.4	-1.5	0.320902	0.269978	0.269978
30	40	-1.5	-1	0.218849	0.197416	0.197416
30	40	-1	-0.5	0.153331	0.144176	0.144176
30	40	-0.5	0	0.134905	0.127693	0.127693
30	40	0	0.5	0.133418	0.126511	0.126511
30	40	0.5	1	0.157136	0.146873	0.146873
30	40	1	1.5	0.218478	0.196811	0.196811
30	40	1.5	2.4	0.323678	0.27154		0.27154
40	50	-2.4	-1.5	0.219364	0.197863	0.197863
40	50	-1.5	-1	0.124911	0.118826	0.118826
40	50	-1	-0.5	0.0855252	0.0833415	0.0833415
40	50	-0.5	0	0.0720487	0.0710139	0.0710139
40	50	0	0.5	0.0756511	0.0738528	0.0738528
40	50	0.5	1	0.0904637	0.0878024	0.0878024
40	50	1	1.5	0.124907	0.118829	0.118829
40	50	1.5	2.4	0.214426	0.1942		0.1942
50	60	-2.4	-1.5	0.198732	0.181401	0.181401
50	60	-1.5	-1	0.105942	0.101956	0.101956
50	60	-1	-0.5	0.0855649	0.0835837	0.0835837
50	60	-0.5	0	0.0727089	0.0711919	0.0711919
50	60	0	0.5	0.0733404	0.072084	0.072084
50	60	0.5	1	0.084411	0.0823838	0.0823838
50	60	1	1.5	0.111691	0.107306	0.107306
50	60	1.5	2.4	0.200685	0.182649	0.182649
60	70	-2.4	-1.5	0.16322		0.152077	0.152077
60	70	-1.5	-1	0.0919019	0.0887858	0.0887858
60	70	-1	-0.5	0.0679374	0.0668454	0.0668454
60	70	-0.5	0	0.0569528	0.0566346	0.0566346
60	70	0	0.5	0.0610375	0.0602159	0.0602159
60	70	0.5	1	0.0667113	0.0654583	0.0654583
60	70	1	1.5	0.0884905	0.0855327	0.0855327
60	70	1.5	2.4	0.162154	0.151145	0.151145
70	80	-2.4	-1.5	0.158678	0.148209	0.148209
70	80	-1.5	-1	0.0907999	0.0883557	0.0883557
70	80	-1	-0.5	0.0634328	0.0623979	0.0623979
70	80	-0.5	0	0.0581743	0.0575629	0.0575629
70	80	0	0.5	0.0585127	0.0577445	0.0577445
70	80	0.5	1	0.0655231	0.064693	0.064693
70	80	1	1.5	0.0851428	0.0829564	0.0829564
70	80	1.5	2.4	0.166009	0.154009	0.154009
80	100	-2.4	-1.5	0.15469		0.144787	0.144787
80	100	-1.5	-1	0.0801081	0.0779833	0.0779833
80	100	-1	-0.5	0.0639813	0.0628999	0.0628999
80	100	-0.5	0	0.0543986	0.0536716	0.0536716
80	100	0	0.5	0.0566473	0.0557775	0.0557775
80	100	0.5	1	0.0655548	0.0643223	0.0643223
80	100	1	1.5	0.0807925	0.0788684	0.0788684
80	100	1.5	2.4	0.155399	0.145265	0.145265
100	120	-2.4	-1.5	0.135636	0.128203	0.128203
100	120	-1.5	-1	0.0701708	0.069901	0.069901
100	120	-1	-0.5	0.0579084	0.0568503	0.0568503
100	120	-0.5	0	0.0569152	0.0563077	0.0563077
100	120	0	0.5	0.0546624	0.0543543	0.0543543
100	120	0.5	1	0.0565914	0.0558696	0.0558696
100	120	1	1.5	0.0720745	0.0703533	0.0703533
100	120	1.5	2.4	0.148148	0.139864	0.139864
120	160	-2.4	-1.5	0.143965	0.135797	0.135797
120	160	-1.5	-1	0.0770099	0.0748038	0.0748038
120	160	-1	-0.5	0.0671776	0.0658896	0.0658896
120	160	-0.5	0	0.0547193	0.0540702	0.0540702
120	160	0	0.5	0.0595585	0.0584581	0.0584581
120	160	0.5	1	0.0596299	0.0597387	0.0597387
120	160	1	1.5	0.0775042	0.0756974	0.0756974
120	160	1.5	2.4	0.142314	0.133569	0.133569
160	210	-2.4	-1.5	0.139833	0.131403	0.131403
160	210	-1.5	-1	0.0901889	0.0874811	0.0874811
160	210	-1	-0.5	0.0775452	0.0753953	0.0753953
160	210	-0.5	0	0.0798283	0.0771729	0.0771729
160	210	0	0.5	0.0722631	0.0702515	0.0702515
160	210	0.5	1	0.0929457	0.0896212	0.0896212
160	210	1	1.5	0.091961	0.0881746	0.0881746
160	210	1.5	2.4	0.149009	0.138834	0.138834
210	800	-2.4	-1.5	0.125		0.0780309	0.0780309
210	800	-1.5	-1	0.0938314	0.0560904	0.0560904
210	800	-1	-0.5	0.0811831	0.0467645	0.0467645
210	800	-0.5	0	0.0864333	0.0508493	0.0508493
210	800	0	0.5	0.0815642	0.0471912	0.0471912
210	800	0.5	1	0.0765273	0.0454605	0.0454605
210	800	1	1.5	0.0836149	0.046851	0.046851
210	800	1.5	2.4	0.149841	0.0896195	0.0896195
